participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.x1,player.x2,player.x3,player.x4,player.x5,player.y,player.chose_x1,player.chose_x2,player.chose_x3,player.chose_x4,player.chose_x5,player.number_variables,player.guess,player.correct,group.id_in_subsession,group.x1,group.x2,group.x3,group.x4,group.x5,group.y,group.polarized,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,1,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,1,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,2,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,2,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,3,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,3,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,4,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,4,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,5,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,5,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,6,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,6,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,7,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,7,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,8,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,8,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,9,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,9,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,10,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,10,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,11,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,11,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,12,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,12,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,13,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,13,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,14,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,14,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,15,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,15,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,16,cwzzw4qm,,,,,1
2,86544g9b,,0,0,410,,,,0,,,0.0,2,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,16,cwzzw4qm,,,,,1
1,f8ywo5sl,,0,0,410,,,,0,,,0.0,1,,0.0,,,,,,,0,0,0,0,0,,,,1,,,,,,,,17,cwzzw4qm,,,,,1
